GEOID,Megacluster,perMarkSlope,totMarkSlope,opgr500kSlope,slopelargeCropOp,cattlegr500_slope,hogsSlope,SlopeBroilOp,layerSlope,turkeySlope,Adens_Slope,CattleAMUSlope,HogAMUSlope,TurkeyAMUSlope,BroilerAMUSlope,LayerAMU
27055,Medium,2.203656126,3156500,2.44,-0.24,0.52,-0.08,NA,NA,-0.02,-2.904194015,-426.68,-404.056,0,0.103,0.1578
27057,Low,0.711961123,1256660,0.2,0.04,-0.06,-0.06,NA,NA,NA,-0.483302134,-210.66,-21.552,0.04248,0.623,-0.2786
27059,Low,1.905365424,1620180,0.94,-0.08,0.04,-0.1,NA,NA,NA,-0.877090394,-49.88,-147.624,-0.00972,-0.0948,-0.3616
27061,Low,1.248375812,207960,0.22,0.02,-0.02,NA,NA,NA,NA,-0.219191647,-298.82,-3.704,-0.03492,-0.1324,-0.1584
27063,Medium,2.067796498,10976840,7.4,0.72,0.32,-0.3,-0.04,NA,-0.06,4.580408568,-134.12,1801.84,0.01008,0.1574,0.0128
27065,Low,2.900712108,756540,0.74,0.14,0,-0.16,NA,NA,NA,-2.908196535,-606.6,-179.248,0.19044,-0.1372,0
27067,Medium,1.187524489,13216640,6.1,1,0.78,-0.62,NA,NA,0.02,1.006932468,741.54,-119.56,-205.89552,0.1348,-0.3138
27069,Low,3.065526423,4898240,4.54,0.06,0.08,-0.06,NA,NA,NA,-0.230358908,-116.86,-14.152,0,-0.134,0.0296
27071,Low,0.917152602,228840,0.06,-0.14,NA,NA,NA,NA,NA,-0.078028704,-120.78,-4.712,-0.06516,0.0882,-0.0202
27073,Medium,2.5483464,9393460,7.7,0.98,-0.04,0.56,NA,-0.06,0.06,3.53292186,-50.46,1449.64,0,0.663,0.1794
27075,Low,0,9800,NA,NA,NA,NA,NA,NA,NA,-0.007164304,-6.7,-1.584,0.00792,0,0.4484
27077,Low,3.895464967,545580,0.54,-0.86,NA,NA,NA,NA,NA,-0.382268375,-252.9,-4.08,0.01296,0.0096,-0.0316
27079,Medium,2.404392115,6645660,5.14,0.54,-0.02,0.48,NA,NA,0.24,2.362496289,-254.1,792.048,11.85948,-0.5762,-0.1636
27081,Medium,2.367451999,7188780,4.98,0.64,0.06,0.02,NA,NA,NA,2.876224506,-219.3,1019.016,-0.04032,-0.2006,0.2636
27083,High,2.264176876,15573260,8.3,0.02,1.08,-0.1,NA,NA,-0.06,6.204997743,716.68,1243.392,336.57624,-0.408,0
27085,Medium,3.034607997,7160480,5.22,0.82,0.36,0,NA,NA,NA,-2.328599787,-290.04,-302.8,-0.00504,0.01,0
27087,Low,3.240741496,3133880,2.08,0.7,-0.06,NA,NA,NA,NA,-1.403492843,-352.96,-52.76,-8.88E-19,-0.0644,0.212
27089,Medium,2.821228346,10707760,6.96,0.98,-0.04,0.04,NA,NA,NA,-0.436253051,-380.1,-21.344,0,-0.0212,0.3406
27091, Juggernauts,1.691701492,22662400,10.04,0.76,0.2,2.42,NA,NA,NA,18.19196793,-163,6777.512,98.43264,-0.6094,0.2392
27093,Medium,1.569863221,8219720,4.28,0.28,0.6,-0.34,NA,0,0.02,-4.331102563,311.1,-652.768,-1021.91364,-0.623,0
27095,Low,1.229105995,1254640,0.54,0.02,0.02,NA,NA,-0.06,NA,-1.024687682,-289.32,-73.488,-0.16488,59.1704,0
27097,High,1.921385916,14759400,8.7,0.12,0.76,0.96,0.14,-0.18,0.82,6.01726644,447.76,1017.944,397.53468,1643.601,0
27099, Juggernauts,2.365818202,15955000,9.12,1,0.74,0.48,NA,NA,0.14,10.32614658,318.48,3225.08,261.3564,-0.0778,0
27101,Medium,2.893288557,13018200,9.86,0.92,0.54,0.76,NA,NA,NA,6.273888109,650.8,1638.744,0,0.244,0.2734
27103,Medium,1.468092678,11412100,5.04,0.92,0.16,0.82,NA,-0.06,NA,6.988572704,550.36,1074.888,2.22E-19,-1.2518,0
27105,High,2.639137723,20228080,11.88,0.5,1.38,0.52,NA,NA,-0.02,15.31338752,2617.22,2899.864,133.89912,21.1994,0.1452
27107,Medium,3.244598598,9416400,7.32,1.44,-0.08,0.02,NA,NA,NA,-0.93934306,-339.66,-85.264,0,0.084,0.1606
27109,Low,2.338672678,7348460,5.18,0.54,0.32,-0.08,NA,NA,NA,-1.559010728,-283.04,-243.64,0,-0.6434,-0.5142
27111,Medium,1.489337804,11256240,7.32,0.62,0.8,0.16,NA,NA,-0.06,-1.027860064,-1125.58,-200.552,276.58584,-0.3278,0
27113,Low,2.94149982,2669160,2.38,-0.22,0.32,0.02,NA,NA,NA,0.203305373,65.06,0,-0.00576,-0.149,0.0276
27115,Low,1.054909056,577060,0.54,0.06,0.2,NA,NA,0,NA,-0.849571069,-582.04,-38.808,0.0954,-0.3214,0
27117,High,1.845027851,12399000,6.12,0.8,1.34,-0.02,NA,NA,NA,20.74362711,1270.76,3726.504,0,0.0856,-0.254
27119,Medium,2.372091203,17030860,10.66,0.92,-0.12,0.12,NA,NA,NA,-0.421930378,-675.22,244.104,-0.01872,0.3204,0.0188
27121,Medium,2.723604211,7601480,4.92,0.9,0.34,0.18,NA,NA,0.02,3.396124397,-318.42,1487.144,0,8.718,0.3854
27123,Low,-2.615779346,-160660,-0.12,NA,NA,NA,NA,NA,NA,-0.010098704,-0.8,0,0,0,0.0036
27125,Low,3.392771604,2693020,2.16,0.26,0.1,NA,NA,NA,NA,-1.004954487,-212.2,-12.88,0,-0.0812,0.0656
27127,High,2.173745093,15746520,10.74,1.38,0.44,-0.6,NA,NA,0.1,0.206823018,352.8,-578.408,318.89448,0.8768,-0.0384
27129,Medium,1.529149584,20237980,10.26,1.36,0.36,-0.12,NA,-0.02,0.2,1.733202008,137.58,1027.84,-283.05504,-0.0394,0.1324
27131,Medium,1.25083919,5755160,3,0.08,0.14,-0.36,NA,NA,-0.08,-3.336041909,-363.5,-592.072,99.94068,-1.2078,0
27133, Juggernauts,1.981570774,16349340,8.82,0.34,2.68,1.66,NA,NA,NA,22.35979446,2554.62,3033.352,0.01872,-0.1998,0.1934
27135,Low,3.200019394,4944340,4.32,-0.38,0.08,-0.06,NA,NA,-0.08,-0.456455945,-564.72,-1.16,170.33976,0.0126,0.285
27137,Low,1.352135547,327500,0.2,0.02,0.06,NA,NA,NA,NA,-0.046078974,-140.68,-9.968,0.25344,1.2786,0
27139,Low,1.658311529,2352620,1.54,0.2,0.06,-0.24,NA,NA,NA,-3.155191009,-293.78,-287.704,0.03816,-0.4774,-0.3312
27141,Low,1.58716229,2641040,1.52,-0.06,0.1,-0.02,NA,0,NA,-0.659534571,-32.88,-161.08,0.03636,46.0256,0
27143,Medium,1.955251629,11084760,6.36,1.28,0.78,0.16,NA,0,NA,0.582636795,234.06,-55.656,0.02484,-0.716,0
27145,High,1.882645398,27181560,15.7,0.62,2.3,-0.14,-0.22,-0.04,0.42,6.617709039,2561.94,-5.472,1245.83616,800.7458,0
27147, Juggernauts,2.438963121,9460620,5.8,0.66,0.18,1.12,NA,NA,0.12,6.202522102,-375.78,1550.144,206.59896,-0.9542,0.3944
27149,High,2.128087518,15126340,5.44,0.44,0.38,0.22,NA,-0.08,NA,13.3357104,2114.52,1778.312,0,0.176,0.3378
27151,High,2.283141519,10057460,6.1,0.36,0.42,-0.16,NA,NA,-0.08,3.594537189,468.38,-228.376,1141.06428,0.0966,0.3792
27153,High,1.109663128,5520740,2.46,0.06,0.9,-0.04,NA,NA,-0.04,0.34482986,-228.96,-79.544,476.6184,0.6978,0
27155,Medium,2.981476264,9175400,4.94,1.5,0.16,-0.16,NA,NA,NA,1.818138912,257.84,282.72,0,-0.2672,0.1748
27157,Medium,2.646851732,6380220,4.44,0.26,0.78,-0.34,NA,-0.06,NA,-1.94354917,-129.66,-388.064,-0.05652,-8.702,0
27159,Low,0.015113183,298660,0.68,0.2,-0.08,0,NA,NA,NA,-1.711487308,-505.28,10.576,19.0098,0.4236,-0.1636
27161, Juggernauts,2.0028616,10105940,6.26,0.62,0.32,1.14,NA,NA,0.36,13.19624457,77.34,2520.312,296.02152,-0.118,0.3944
27163,Low,1.578031974,628780,1,0,0.06,NA,NA,NA,NA,-0.517691877,-71.64,-30.768,-0.07056,-0.243,-0.3632
27165, Juggernauts,2.213144335,9051420,4.64,0.84,-0.22,0.62,NA,NA,-0.12,15.29676285,-301.84,3748.184,0,0,0.0974
27167,Low,1.853253696,7225380,4,0.88,0.04,-0.14,NA,NA,NA,-0.823471575,-109.5,-211.28,0,0.1108,0.3256
27169,Medium,1.854292128,7365620,3.1,0.2,0.9,-0.2,NA,NA,-0.06,1.891349123,-479.48,1093,0,-0.1032,0
27171,Low,2.077937089,6811880,3.16,0.72,0.24,-0.3,-0.12,0.04,0.36,-2.653759314,-519.08,-427.792,0.22392,37.8472,0
27173,Medium,2.367539168,8904540,7.2,0.24,0.62,-0.62,NA,NA,NA,2.502181825,324.96,622.992,36.081,-0.3948,0.2512
28001,Low,0.587066823,144260,0,-7.11E-18,-0.04,NA,NA,NA,NA,-0.695972334,-162.24,-4.544,0,0.018,0.0856
28003,Low,3.470780273,691320,0.3,0.08,0.08,NA,NA,NA,NA,-0.897427528,-143.34,-42.624,0.0036,0.0782,-0.0846
28005,Medium,0.760840954,2787680,0.5,-0.12,0.12,NA,0.6,NA,NA,2.713079696,-220.6,0.688,0.01008,1245.8824,0.0796
28007,Low,1.52588067,270440,0.06,-0.18,-0.1,NA,-0.02,NA,NA,-1.122775474,-365.96,-4.328,0.0108,-57.365,0.195
28009,Low,1.974917142,250640,0.22,-0.22,0.04,NA,NA,NA,NA,-1.094087573,-229.42,-1.248,0,0,0.2244
28011,Low,1.105908067,5246440,2.78,-1.08,-0.06,NA,NA,NA,NA,-0.235230665,-98.38,-8.496,0,0.036,0.0198
28013,Low,2.146012673,2403940,1.52,0.12,-0.06,-0.02,NA,NA,NA,-1.278009237,-304.96,-83.504,0.0108,0.0136,0.1246
28015,Low,1.900271269,1380800,0.9,0.24,0.14,NA,NA,NA,NA,-0.380194346,-112.96,-10.592,-0.04968,0.0368,-0.1704
28017,Low,1.546648971,3681980,1.62,-0.1,-0.12,-0.06,0.08,NA,NA,7.953535808,-286.2,2353.4,0.0378,-0.0088,0.0674
28019,Low,-0.464227571,182120,0.02,-0.22,-0.04,-0.06,NA,NA,NA,1.031608416,-69.38,292.608,-0.00432,0.015,0.233
28021,Low,1.567062845,196000,0.1,-0.16,-0.04,NA,NA,NA,NA,-0.717398593,-168.9,-12.304,0,0,0.0752
28023,Low,2.138326643,1486100,0.42,0.12,NA,-0.04,0.08,NA,NA,1.574046028,-142.7,2.256,0.01368,704.1626,0.1468
28025,Low,4.104449971,3675260,0.64,0.08,0.12,0.1,NA,NA,NA,-0.281793975,-58.56,-1.408,-0.05796,0.0274,0.1418
28027,Low,0.851466576,4211080,2.18,0.4,NA,NA,NA,NA,NA,0.027366641,12.08,-4.248,0,0,0
28029,Medium,0.800380567,2024320,-0.08,0.14,-0.04,-0.06,0.52,NA,NA,0.659474267,-484.78,-7.808,-0.00432,758.0312,0.0864
28031,Medium,1.509994195,11028040,3.7,0.24,0.46,NA,2.38,NA,NA,22.61053458,1655.98,-5.984,0.02592,3196.7042,0
28033,Low,1.001810675,1055480,0.52,0.04,-0.16,NA,0.06,NA,NA,-1.881676354,-464.26,-0.288,-0.01944,-0.0956,0.3992
28035,Low,1.546097119,3180,-0.04,-0.1,-0.1,NA,-0.04,NA,NA,-1.401243507,-79.86,-1.896,0,-256.5826,0.0664
28037,Low,1.488451668,146480,0.14,0.02,0.02,NA,-0.06,NA,NA,-0.171206036,-111.3,2.04,0.00648,59.2848,-0.046
28039,Low,1.896242315,539400,0.28,0.1,0.1,NA,NA,NA,NA,0.295854168,78.06,-4.408,0.0234,-0.0612,-0.2532
28041,Low,1.738845889,925580,0.22,0.08,0.02,NA,-0.1,NA,NA,-0.281220416,172.08,2.912,0.01656,-278.8342,0
28043,Low,2.097155815,189560,0.2,-0.3,0.02,NA,NA,NA,NA,-1.127736972,-248.38,1.68,-0.00036,0.0156,0.0958
28045,Low,0,88400,0.04,0.02,0.04,NA,NA,NA,NA,-0.215888856,-39.18,-13.792,0.08784,0.1632,-0.2824
28047,Low,1.785651019,25600,0.12,0.02,0,NA,NA,NA,NA,-0.347937067,-105.08,1.8,0.0054,-0.0144,-0.0988
28049,Low,0.283998542,598360,0.38,0.06,-0.18,NA,NA,0,NA,-2.157106522,-951.08,-20.92,-0.0198,0.0926,0
28051,Low,1.341607009,2285260,0.62,0.38,-0.04,NA,NA,NA,NA,-0.164562615,-55.24,-9.328,-0.0036,0.0632,0.0072
28053,Low,0.66049094,-162560,-0.64,-0.16,NA,NA,NA,NA,NA,-0.130209285,-19.8,-8.416,0,0,-0.012
28055,Low,0.176863664,1119420,0.04,-0.22,-0.04,NA,NA,NA,NA,-0.272672152,-57.54,-0.8,0,0,0
28057,Low,-1.07065875,-477000,-0.22,-0.1,NA,-0.02,-0.26,NA,NA,-3.975532078,-269.46,-0.232,0,-827.6292,0.1276
28059,Low,-1.900191939,257260,-0.06,0.02,0.04,NA,NA,NA,NA,0.211245853,81.64,-2.368,-0.00504,-0.175,0
28061,Medium,1.793688915,7361200,3.24,0.28,0.06,NA,2.52,NA,NA,9.545881964,154.1,-2.24,0.0324,3191.9434,0
28063,Low,1.064101004,1204240,0.18,0.08,0.06,NA,0.28,NA,NA,0.172602445,20.2,1.528,0,24.6908,0.0672
28065,Low,1.155609566,1490900,0.66,0.06,-0.1,NA,-0.26,NA,NA,-2.519273723,-382.5,-3.56,-0.00288,-146.9506,0
28067,Medium,1.59599035,5819500,3.02,-0.02,0.08,NA,0.62,NA,NA,1.952555552,-316.62,3.392,0.00324,1015.9706,0
28069,Low,2.683511095,640020,0.28,0.14,-0.02,NA,-0.08,NA,NA,-0.963667085,-379.7,-2.8,0,0.0392,0
28071,Low,1.730874965,186960,0.16,-0.02,0.08,NA,NA,NA,NA,-0.46112338,-151.58,0.624,0,0.0706,-0.0016
28073,Low,0.612654168,504160,0.12,0.18,-0.18,NA,0.18,NA,NA,-3.457319722,-929.1,-3.864,0.05472,43.423,0
28075,Low,-0.701320596,-81180,0.02,3.55E-18,-0.1,NA,NA,NA,NA,-1.154550383,-411.66,-9.048,0.01368,0.0452,-0.1864
28077,Medium,0.761004925,3468100,1.04,0.06,0.04,NA,0.54,NA,NA,5.271282695,0.36,0.232,0.00504,1175.1668,0
28079,Medium,1.540267694,11734220,2.04,-0.06,-0.04,NA,1.98,NA,NA,10.06709355,-394.62,1.064,0.01296,3433.1956,0
28081,Low,2.21654438,987680,0.54,0.04,-0.22,-0.02,0.06,NA,NA,-2.338759385,-395.44,-0.896,-0.03564,-149.2096,0.4612
28083,Low,0.831753203,6411460,1.26,0.3,-0.06,NA,NA,NA,NA,-0.383440321,-118.04,-0.056,0.00864,0,0.0916
28085,Low,1.19618163,2295980,0.74,-0.04,0.14,NA,0.48,NA,NA,0.808793272,194.16,1.128,-0.02232,50.3276,0
28087,Low,4.609555171,698880,1.04,-0.22,-0.26,-0.02,0.34,NA,NA,1.934638353,-235.24,384.272,0.03492,357.5272,-0.07
28089,Low,1.13133862,158860,-0.02,-0.04,-0.1,NA,NA,NA,NA,-1.084843742,-400.02,-1.536,-0.04896,-0.1052,0.1872
28091,Low,1.751318377,3631880,1.98,-0.08,0.2,NA,-0.28,NA,NA,1.563565316,-75.14,-2.616,-0.072,517.1178,0
28093,Low,2.273217061,786520,0.62,0.36,-0.1,NA,NA,NA,NA,-0.469802485,-171.2,-0.448,0.0216,0.012,-0.2404
28095,Low,2.406159314,1362460,1.18,0.6,0.1,-0.16,0.08,NA,NA,-0.607646801,-34.84,-206.016,0.00864,-0.0076,0.036
28097,Low,3.356461675,472280,0.28,-0.04,-0.08,-0.02,NA,NA,NA,-1.60963715,-339.26,0,-0.009,0.0032,-0.0698
28099,Low,0.823012771,7882980,1.16,-0.12,0.02,NA,0.2,NA,NA,0.538088765,-293.72,3.976,0.0702,448.5866,0
28101,Low,1.040614257,846460,0.1,0.1,0.02,NA,-0.26,NA,NA,-8.166009302,-302.54,-5.192,0.02268,-2136.6006,0
28103,Medium,2.07360043,5009040,4.38,-0.06,-0.16,-0.2,0.6,NA,NA,0.203050241,-311.4,-309.36,0.00864,693.8678,0
28105,Low,0.821635256,422180,0.02,0.34,0.12,-0.04,0.06,NA,NA,-0.660554041,-5.64,-151.136,0.00036,-0.018,0
28107,Low,1.389939456,1714060,0.7,-0.22,0,NA,NA,NA,NA,-0.78025082,-277.9,0.704,-0.00648,-0.0006,0.2772
28109,Low,1.434346739,441000,0.12,-0.14,-0.2,NA,NA,NA,NA,-0.478863117,-208.54,7.128,0.13752,0.0306,0
28111,Low,1.452636727,1093780,0.46,0.12,0.04,NA,0.26,NA,NA,1.854454595,17.46,-1.264,0.03168,605.4818,0
28113,Low,0.606337883,1212340,-0.04,0.02,-0.04,NA,-0.38,NA,NA,-1.735865316,-273.96,-16.768,0.01224,-77.0622,0
28115,Low,2.805582841,718620,0.48,0.24,-0.08,NA,-0.06,NA,NA,-0.321760062,-91.22,8.448,-0.02052,0.0418,-0.212
28117,Low,3.328530701,711680,0.34,-0.02,0.1,-0.04,NA,NA,NA,1.011221911,213.52,4,-0.0162,-0.097,-0.0332
28119,Low,1.345628193,1692380,1.3,0.22,NA,NA,NA,NA,NA,0,0,-2.84E-17,0,0,-1.78E-18
28121,Low,1.032605438,2896480,0.74,0.04,-1.78E-18,NA,-0.5,NA,NA,-4.223746027,-162.24,-11.696,0.02952,-1522.7916,0
28123,Low,0.508169836,3338720,-4.94,-0.1,0.28,NA,-1.32,NA,NA,-17.26851965,-93.68,3.752,0.018,-5359.6966,0
28125,Low,0.743801769,2217300,0.58,0.04,NA,NA,NA,NA,NA,4.56E-05,0,0,0,0,0.0102
28127,Low,0.508489274,5520640,-1.2,0.3,0.08,-0.08,-0.92,0.08,NA,-6.497880832,-54.74,0,0.00108,-1928.3244,0
28129,Low,0.859188478,3767380,-3.22,0.16,0.06,NA,0.52,-0.04,NA,-8.988011107,-311.8,-1.688,0,-2648.8276,0
28131,Low,1.291947566,391660,0.04,-0.06,0.36,NA,NA,NA,NA,0.615463793,177.4,-2.352,0.04464,-32.82,-0.2482
28133,Low,0.790459796,5389900,1.4,0.54,-0.02,-0.06,NA,NA,NA,-0.151000421,-58.04,3.184,0,0,0.2788
28135,Low,1.28944937,4329260,1.88,0.24,-0.02,NA,NA,NA,NA,-0.318774455,-106.52,0,-0.00108,0,-0.021
28137,Low,1.18611877,983880,0.64,0.1,-0.28,NA,NA,NA,NA,-2.323326206,-476.44,-10.368,-0.05868,0.0646,-0.3216
28139,Low,3.226256573,727080,0.5,0.04,-0.02,0.08,NA,NA,NA,-1.408441644,-326.88,-7.168,0.00576,0.0114,0.0176
28141,Low,3.647370576,174340,0.2,0.04,NA,NA,-0.08,NA,NA,-0.713335417,-151.88,-4.96,0,0.0112,0.0464
28143,Low,0.365626526,3172480,0.02,-0.46,0,NA,NA,NA,NA,-0.217941194,-51.36,0,0,0,0.03
28145,Low,1.077727288,340920,0.44,-0.06,NA,NA,-0.16,NA,NA,-1.070977945,-226.82,-4.008,-0.03816,0,0.3022
28147,Low,0.970158356,1579640,0.44,0,0.06,NA,-0.38,NA,NA,-3.452659984,-455.8,-5.08,0.00324,-261.5366,0
28149,Low,2.553513307,650980,0.46,0.1,-0.1,0,NA,NA,NA,-0.791003492,-241.36,0,0,0.024,0.1928
28151,Low,0.811899756,6192540,1.36,0.04,-0.04,NA,NA,NA,NA,-0.26612344,-100.02,0.04,-0.00432,0,-0.0464
28153,Low,1.355762522,8412240,0.84,0.14,0.04,NA,0.42,0.06,NA,0.594608319,-139.12,-2.208,0.00504,391.0282,0
28155,Low,1.153844439,420240,0.5,-0.02,-0.06,0.06,NA,NA,NA,0.279620945,-373.38,434.4,0.00648,0,-0.0266
28157,Low,2.439114325,54340,0.12,-0.22,-0.06,NA,NA,NA,NA,-1.193410786,-419.84,0.656,0,0.1008,-0.1112
28159,Medium,3.345932586,4093640,1.44,0.12,-0.06,0,0.96,0.06,NA,5.187869338,-287.1,640.04,-0.01584,1278.9442,0
28161,Low,1.449254993,289400,0.32,-0.2,0.06,-0.04,NA,NA,NA,-0.821352802,-199.86,0.808,0.03024,0,0.2684
28163,Low,1.187206897,2822360,1.3,-0.22,-0.02,-0.12,NA,NA,NA,-0.565092751,-149.36,-120.656,-0.00288,0.0158,0.019
29001,Low,2.425511635,1539120,1.3,0.76,0.36,-0.12,NA,NA,NA,0.035958598,103.36,-92.64,0.07344,0.1238,-0.35
29003,Low,2.514138198,1891280,1.92,0.38,0.08,-0.08,NA,NA,NA,-2.640324488,-387.36,-204.456,-0.01008,0.1162,0.008
29005,Medium,3.724733215,5744460,4.74,1.66,0.02,0.02,NA,NA,NA,-2.221681144,-539.14,-90.728,0,0,0.038
29007,Medium,2.635954093,7706040,3.98,0.92,-0.5,-0.02,NA,NA,NA,1.66851365,-801.3,1400.632,0.0108,-1.0452,0
29009,High,0.992839411,13094500,2.88,0.18,0.26,-0.08,-1.02,NA,0.7,5.516754704,-47.36,-148.36,500.33016,1918.867,0
29011,Low,1.203361474,3760860,2.52,0.56,-0.06,-0.08,NA,NA,-0.02,0.869427402,54.76,272.952,-60.91272,0.0666,-0.2384
29013,Medium,2.214679912,4685260,3.38,1.16,0.32,-0.14,NA,NA,NA,0.595475594,-167.3,425.36,0.0594,-0.0368,0
29015,Low,2.061166992,2705980,1.36,0.32,0.4,-0.02,0.34,NA,0.08,2.178368479,217.4,-184.664,18.41292,743.2856,0
29017,Low,1.966968515,766600,0.6,-0.02,-0.06,-0.1,0,NA,NA,-1.636578093,-307.42,-216.76,0.13248,0,0.2232
29019,Low,2.112418607,2866640,1.24,0.74,-0.1,-0.18,NA,NA,NA,-0.215910322,-1015.98,938.408,1.30788,-0.4086,0
29021,Low,2.449560019,2111180,2.04,0.62,0.02,-0.06,NA,NA,NA,-1.505515713,-203.8,-114.768,0.00864,-0.0302,0.2188
29023,Medium,3.535468098,3596780,3.78,1.5,-0.08,NA,NA,NA,NA,-1.180307833,-424.08,-0.776,0.03852,-0.0104,0.1088
29025,Low,1.494265775,1940760,0.98,0.44,0.2,-0.06,NA,NA,NA,-1.297066059,76.5,-362.928,0.02268,0.0348,-0.1126
29027,Low,2.029713146,3430160,1.62,0.38,-0.26,0.1,NA,NA,NA,-1.868483266,-951.9,142.984,0.05508,1.1088,0
29029,Low,0.563712634,-14580,-0.02,-0.12,-0.32,-0.02,NA,NA,-0.16,-0.747903166,-627.34,417.152,-43.18416,-0.47,-0.3168
29031,Low,1.897219432,2738260,2.5,0.6,0.2,-0.08,NA,NA,NA,-2.850520058,-529.74,-324.32,0.00576,0.1156,-0.3134
29033,Medium,2.790196844,4721720,3.5,1.02,0.24,-0.22,NA,NA,NA,-1.788264881,-167.68,-475.6,-0.00324,-0.023,-0.1336
29035,Low,0,61640,0.06,0.06,-0.14,-0.12,NA,NA,NA,-1.075068055,-188.96,-93.664,0.01224,0.0194,0.0532
29037,Low,1.796688622,3315980,1.48,1.08,0.04,-0.24,NA,NA,NA,-3.030713982,-686.86,-406.456,-0.01296,0.1088,-0.3968
29039,Low,0.559530846,1133980,0.08,0.18,0.18,-0.34,NA,NA,0.02,-1.972743629,-54.48,-430.104,-0.01584,-0.076,-0.1736
29041,Low,1.913640786,4233420,3.46,0.84,0.24,-0.18,NA,NA,-0.02,-0.852193274,-544,212.488,0.02664,-0.11,-0.0002
29043,Low,-0.127950895,46880,-0.1,-0.32,-0.26,NA,NA,NA,-0.12,-3.958450142,-1067.6,-6.272,-79.21008,-0.081,-0.528
29045,Low,3.339716955,3386760,2.22,0.48,-0.08,0.12,NA,NA,NA,0.223691536,-230.16,288.624,-0.0036,-0.029,0.0382
29047,Low,1.624872581,819100,1.04,0.04,0.46,-0.04,NA,NA,NA,-1.133341094,-44.96,-188.176,0.0036,-0.0206,-0.3036
29049,Low,2.67370621,2373960,1.28,0.74,0.1,-0.06,NA,NA,NA,-3.642552457,-539.18,-250.92,-0.00936,0,-0.3936
29051,Low,-0.511102728,675520,0.24,-0.14,0.02,-0.24,NA,NA,-0.06,-0.770580666,283.26,-444.376,4.788,0.0382,0
29053,Medium,1.724819797,2401400,2.1,0.3,0.5,-0.34,0.02,NA,-0.02,-2.783376258,-236.58,-484.128,-39.18384,-54.3592,0
29055,Low,1.386571199,343140,0.3,0.2,0.24,NA,NA,NA,NA,-0.211921452,-35.66,-45.36,0.07776,-0.0308,-0.5322
29057,Low,1.817262944,2133260,1.22,0.86,0.28,-0.04,NA,NA,-0.12,-0.964625589,0.28,-182.352,-62.87112,-0.0788,0.1766
29059,Low,1.422951045,1129200,0.66,0.08,0.5,NA,NA,NA,-0.4,-0.474268876,-113.96,34.504,-53.172,-0.2676,0
29061, Juggernauts,1.659861709,3958820,1.38,0.54,-0.12,0.28,NA,NA,NA,12.64765489,-506.16,4195.856,0.20628,0.4144,0
29063,Low,2.653553931,2063520,1.3,0.54,1.42E-17,-0.04,NA,NA,NA,-1.798458611,-186.68,-205.464,-0.00324,0,-0.3884
29065,Low,1.181018321,607180,0.4,0.28,0.18,NA,NA,NA,NA,-0.417045048,-151.46,-10.104,0.00936,-0.8574,-0.2056
29067,Low,0.700087193,303760,0.08,0.04,0.26,NA,NA,NA,NA,-0.812141713,-331.48,-10.584,-0.02124,-0.1958,0
29069,Medium,2.402431901,5710020,2.3,1.36,NA,NA,0.08,NA,NA,-0.271803456,-79.04,2.776,0.00324,0,0.0776
29071,Low,0.492458698,986240,0.3,0.1,0.1,-0.4,NA,NA,NA,-2.044476081,-211.5,-765.776,0.02484,0.1326,0
29073,Low,1.178648281,833940,0.32,0.24,-0.16,-0.18,NA,NA,NA,-1.281519333,159.22,-503.216,-0.00504,-0.0598,-0.467
29075,Low,1.706461622,4092600,1.5,0.04,0.24,0.1,NA,NA,NA,-1.970922701,-156.18,-346.512,0.01008,1.3452,-0.3722
29077,Low,0.348125479,227340,0.1,0.2,0.56,-0.04,NA,NA,NA,-2.647099501,-856.8,-69.208,-0.0648,0.0706,0
29079,Low,2.59116913,2872160,1.32,0.58,0,0.2,NA,NA,NA,3.497945299,-61.54,850.24,0.05724,0.3244,-0.364
29081,Low,1.664788277,2533320,1.38,0.32,-0.36,-0.3,NA,-0.08,NA,-3.791065726,-520.84,-897.856,-0.01296,0.002,-0.1448
29083,Low,1.348851254,2743820,2.14,1.2,0.32,-0.18,0.06,NA,NA,-1.382440224,205.38,-704.824,0.36144,0,0
29085,Low,0.619119956,802980,0.14,0.24,0.66,NA,NA,NA,NA,2.059553004,441.38,-16.264,0.03132,0.0604,0.2582
29087,Low,2.674707977,3038620,1.98,0.52,-0.04,-0.06,NA,NA,NA,-2.909490545,-376.22,-321.072,0,0,-0.037
29089,Low,1.511347388,1318400,1.22,0.24,-0.12,-0.16,NA,NA,NA,-2.124694557,-328.2,-181.808,-1.78E-18,-0.0544,-0.39
29091,Low,0.644684242,426000,0.2,-0.12,-0.06,-0.08,NA,NA,-0.08,-2.971847094,-1261.7,-166.024,0,0.3088,0
29093,Low,0,-38420,0.02,0.12,0.02,NA,NA,NA,NA,-0.351281241,-93.24,-7.016,0.01512,0.018,0.0952
29095,Low,1.462694376,578220,0.6,0.28,0.2,NA,NA,NA,NA,-0.65782609,-182.94,-22.832,0.12888,-0.0016,-0.3456
29097,Low,0.347291613,1482040,0.64,0.46,0,-0.14,-0.06,NA,-0.56,-2.054122427,-243.12,-142.424,-293.82084,0.1452,-0.1704
29099,Low,0.878437443,203700,0.1,-0.12,-0.04,NA,NA,NA,NA,-0.878376289,-296.98,-2.712,-0.02772,1.0292,0
